,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,Prediction
347,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,1
348,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,1
349,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0
350,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,0
351,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,0
352,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,0
353,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,0
354,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
355,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0
356,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,1
357,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,0
358,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1
359,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1
360,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,0
361,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,0
362,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,0
363,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0
364,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,0
365,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0
366,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,1
367,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,1
368,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1
369,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1
370,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,1
371,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,0
372,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
373,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,0
374,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,0
375,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,1
376,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,1
377,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,0
378,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,0
379,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
380,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,1
381,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,1
382,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0
383,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,1
384,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
385,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,0
386,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0
387,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
388,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,0
389,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,1
390,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,1
391,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,1
392,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,0
393,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,1
394,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,1
395,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0
396,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,0
397,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0
398,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
399,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,1
400,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
401,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
402,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,0
403,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,0
404,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0
405,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0
406,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,0
407,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,1
408,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
409,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,0
410,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
411,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,0
412,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,1
413,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
414,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
415,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,0
416,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,1
417,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,1
418,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
419,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,0
420,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,0
421,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,0
422,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,0
423,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,0
424,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,0
425,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,0
426,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1
427,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,1
428,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
429,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,1
430,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1
431,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,1
432,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1
433,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0
434,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,0
435,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,1
436,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,0
437,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,1
438,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,0
439,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
440,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,1
441,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0
442,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,0
443,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
444,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,1
445,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,1
446,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,1
447,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,1
448,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,1
449,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1
450,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,0
451,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,0
452,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,0
453,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,1
454,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
455,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,1
456,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,0
457,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,1
458,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1
459,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
460,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1
461,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
462,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,0
463,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
464,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
465,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0
466,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
467,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0
468,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,0
469,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,1
470,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,0
471,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0
472,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,1
473,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,1
474,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,0
475,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,0
476,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0
477,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,0
478,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,0
479,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,1
480,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0
481,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
482,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
483,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,1
484,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,1
485,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,0
486,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,1
487,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,0
488,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
489,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,1
490,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,0
491,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0
492,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,0
493,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,0
494,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
495,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,0
496,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1
497,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,0
498,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,0
499,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0
500,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0
501,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,0
502,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,0
503,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,0
504,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1
505,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,0
506,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,1
507,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,1
508,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,0
509,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
510,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,1
511,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
512,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
513,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,1
514,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0
515,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,0
516,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,1
517,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,0
518,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1
519,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
520,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,1
521,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
522,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
523,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1
524,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0
525,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
526,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1
527,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,0
528,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0
529,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,0
530,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,1
531,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0
532,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,0
533,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,1
534,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0
535,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,1
536,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,0
537,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,1
538,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,0
539,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,1
540,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,1
541,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0
542,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0
543,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,1
544,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,0
545,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,0
546,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,1
547,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,1
548,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,0
549,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,1
550,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,1
551,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0
552,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,0
553,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,1
554,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,1
555,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0
556,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,1
557,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,0
558,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,1
559,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,1
560,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
561,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
562,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,0
563,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
564,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,0
565,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,0
566,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
567,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,0
568,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0
569,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,1
570,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,1
571,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,1
572,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1
573,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1
574,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
575,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,0
576,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
577,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,1
578,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,0
579,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1
580,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,1
581,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,1
582,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0
583,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,0
584,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,0
585,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,1
586,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,0
587,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,1
588,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
589,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
590,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0
591,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1
592,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0
593,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,0
594,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,0
595,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,0
596,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,1
597,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,0
598,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
599,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,1
600,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,1
601,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
602,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,0
603,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
604,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,1
605,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,0
606,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
607,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,1
608,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,1
609,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1
610,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,0
611,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,0
612,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,1
613,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0
614,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
615,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,1
616,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,0
617,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,0
618,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,1
619,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
620,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,0
621,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,1
622,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,1
623,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0
624,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,0
625,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,0
626,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,0
627,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,1
628,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
629,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,0
630,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,1
631,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,0
632,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,1
633,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,0
634,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0
635,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1
636,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0
637,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,0
638,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,0
639,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,0
640,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0
641,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1
642,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,0
643,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
644,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,1
645,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,1
646,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
647,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,1
648,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,0
649,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,1
650,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
651,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,1
652,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,0
653,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,1
654,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,0
655,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0
656,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0
657,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,0
658,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
659,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,0
660,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,1
661,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
662,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,0
663,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0
664,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,1
665,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,0
666,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0
667,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
668,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
669,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,1
670,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,1
671,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,0
672,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0
673,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,1
674,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,0
675,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0
676,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,0
677,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,1
678,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,0
679,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,1
680,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,0
681,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,1
682,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,0
683,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0
684,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,0
685,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,0
686,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,0
687,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,0
688,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0
689,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,1
690,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,1
691,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,1
692,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1
693,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,0
694,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0
695,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,0
